0 210
0 207.2
0 204.4
0 201.6
0 198.8
0 196
0 193.2
0 190.4
0 187.6
0 184.8
0 182
0 179.2
0 176.4
0 173.6
0 170.8
0 168
0 165.2
0 162.4
0 159.6
0 156.8
0 154
0 151.2
0 148.4
0 145.6
0 142.8
0 140
0 137.2
0 134.4
0 131.6
0 128.8
0 126
0 125
0 125
0 125
0 125
0 125
0 125
0 125
0 125
0 125
0 125
0 125
0 125
0 125
0 125
0 125
0 125.23933394058058
0 125.95435134652926
0 127.13616090900562
0 128.77014844456932
0 130.83627766897985
0 133.30949907221643
0 136.16025523070795
0 139.35506831006103
0 142.8571934444269
0 146.62732019267696
0 150.62430340712814
0 154.80590462160245
0 159.12952545974053
0 163.55291554444113
0 168.03483889547203
0 172.53568475634634
0 177.01801110068982
0 181.44701163013184
0 185.7908997832493
0 190.021206021686
0 194.11298734375669
0 198.04495050532654
0 201.79949272288763
0 205.36266563009676
0 208.72406990904886
0 211.87668929130297
0 214.81667350865982
0 217.54308027389612
0 220.05758650585503
0 222.36417881283322
0 224.46883275442616
0 226.37918966341257
0 228.10423887873415
0 229.6540121725937
0 231.03929600267855
0 232.27136603492877
0 233.36174720864875
0 234.32200149343225
0 235.1635444485715
0 235.89749076506598
0 236.53452816520306
0 237.08481836488664
0 237.55792327276293
0 237.96275420526322
0 238.30754163065697
0 238.5998228070154
0 238.84644463482596
0 239.0535790893627
0 239.2267487145119
0 239.37085983229568
0 239.4902413352515
0 239.5886871677434
0 239.66950085443384
0 239.73554068859562
0 239.78926444070007
