   200000.00000000000        9610.7967593341200        312222.91563505941        1437356.5834319408        3914530.8051958210        8273261.3867498711        15043057.938842278        24753419.862994194        37933831.319203794        55113755.175748952        76822625.941441134        103589841.68079446        135944754.91275001        174416662.49372000        219534794.48593694        271828302.01228911        331826244.09901142        400057573.50791919        477051121.56002337        563335581.95282626        659439493.57360578        765891222.31169868        883218941.87274563        1011950613.5985041        1152613965.2960637        1305736469.0807242        1471845318.2371783        1651467403.1041784        1845129285.9881549        2053357175.1117365        2276676897.6037536        2515613871.5378156        2770693077.0262680        3042439026.3786240        3331375733.3318844        3638026681.3624554        3962914791.0893054        4306562386.7780151        4669491161.9573927        5052222144.1586418        5455275658.7911310        5879171292.1648426        6324427853.6750832        6791563337.1615849        7281094881.4570608        7793538730.1408243        8329410190.5124779        8889223591.8017693        9473492242.6333752        10082728387.762293        10717443164.098583        11378146556.042286        12065347350.146221        12779553089.125849        13521270025.241516        14291003073.069445        15089255761.687521        15916530186.295933        16773326959.299007        17660145160.868404        18577482289.016068        19525834209.198601        20505695103.483448        21517557419.295448        22561911817.781113        23639247121.806496        24750050263.625305        25894806232.240795        27073998020.491898        28288106571.891899        29537610727.248547        30822987171.097431        32144710377.977776        33503252558.577881        34899083605.789360        36332671040.690414        37804479958.499367        39314972974.520882        40864610170.125053        42453849038.784714        44083144432.206810        45752948506.586189        47463710669.016136        49215877524.087624        51009892820.708534        52846197399.174660        54725229138.523453        56647422904.204514        58613210496.095390        60623020596.894203        62677278720.923317        64776407163.370163        66920824949.997978        69110947787.359268        71347188013.528625        73629954549.406891        75959652850.604141        78336684859.935074        80761448960.568115        83234339929.828705        85755748893.717087     
   220000.00000000000        17561.852754333500        570526.26226478699        2626485.8456492648        7153020.9169113291        15117679.574517915        27487947.536311876        45231207.726691186        69314689.624725327        100705408.38667519        140370093.76230180        189275108.83134007        248386358.59451514        318669188.46265101        401088272.69751590        496607492.86926121        606189806.40740311        730797105.33549547        871390065.29375303        1028927984.9684874        1204368616.0637388        1398667983.9661891        1612780199.2723615        1847657260.3651428        2104248847.2448096        2383502106.8393817        2686361430.0381041        3013768220.7131057        3366660657.0120244        3745973445.2277174        4152637566.5695300        4587580017.1812992        5051723541.7723751        5545986361.2465267        6071281894.7347698        6628518476.4544916        7218599067.8396893        7842420965.3993378        8500875504.7829752        9194847761.5443249        9925216249.1097908        10692852614.471352        11498621332.137596        12343379396.881773        13227976015.840549        14153252300.519337        15120040959.271437        16129165990.811672        17181442379.341236        18277675791.845421        19418662278.135044        20605187974.193340        21838028809.382465        23117950218.061478        24445706856.151115        25822042323.174538        27247688890.281639        28723367234.763859        30249786181.527039        31827642451.992363        33457620420.862656        35140391881.171638        36876615818.011917        38666938191.313499        40511991728.015930        42412395723.953751        44368755855.751083        46381664002.978333        48451698080.817314        50579421883.437225        52765384938.257614        55010122371.254044        57314154783.414604        59677988138.452477        62102113661.832008        64587007751.143921        67133131897.840355        69740932620.312897        72410841408.270523        75143274678.349655        77938633740.874130        80797304777.628967        83719658830.549789        86706051801.144470        89756824460.477264        92872302469.543594        96052796409.811356        99298601823.704590        102609999264.81064        105987254357.54118        109430617866.00969        112940325771.83711        116516599360.61006        120159645316.72325        123869655826.28392        127646808687.81053        131491267430.40004        135403181439.07283        139382686086.98682        143429902874.18723        147544939572.63608     
   240000.00000000000        31712.009418344311        1030216.9491977869        4742708.4222021010        12916262.796709901        27297649.495730232        49633043.714504085        81667641.813425273        125145179.81975411        181807355.71116829        253393156.44634166        341638091.05024534        448273331.45283306        575024763.21512532        723611948.75348151        895747006.18462837        1093133407.4566829        1317464699.9958589        1570423156.6795940        1853678359.5329454        2168885723.1302161        2517684964.2538595        2901698524.9113297        3322529956.3244367        3781762271.9741030        4280956278.1968975        4821648891.1794195        5405351449.4685879        6033548031.3074694        6707693786.2097397        7429213290.1916866        8199498933.9927664        9019909353.4242439        9891767910.7039680        10816361235.248819        11794937831.927040        12828706764.219706        13918836419.107666        15066453359.810846        16272641271.759178        17538440006.383968        18864844726.514599        20252805156.323311        21703224937.936127        23216961096.014687        24794823610.798477        26437575099.345036        28145930603.971966        29920557486.232960        31762075424.133873        33671056509.735622        35648025443.790733        37693459823.620827        39807790520.078606        41991402139.122879        44244633563.292946        46567778568.172966        48961086508.828712        51424763071.071938        53958971082.429672        56563831377.651657        59239423713.672935        61985787729.000038        64802923942.611908        67690794787.588974        70649325674.841629        73678406082.466797        76777890666.452728        79947600388.638977        83187323658.034103        86496817481.783813        89875808622.335022        93323994757.480820        96841045640.223160        100426604255.59056        104080287971.72325        107801689682.76077        111590378941.24045        115445903077.93344        119367788307.15298        123355540815.85332        127408647834.88696        131526578691.05099        135708785838.61908        139954705869.28232        144263760499.49365        148635357534.37939        153068891807.52795        157563746095.98880        162119292010.06155        166734890857.46384        171409894481.55814        176143646073.51169        180935480958.21988        185784727353.96786        190690707105.91885        195652736393.46808        200670126411.70648        205742184027.15167        210868212408.07431        216047511629.72763     
   260000.00000000000        55758.612227855934        1811403.1449364433        8338827.6312968768        22708943.329031002        47990089.613685578        87245631.737184018        143530755.23321375        219888474.02192888        319344878.47012979        444903660.58102578        599539965.80539274        786193634.26727998        1007761907.9633893        1267091694.1190896        1566971487.6896987        1910123067.2774749        2299193087.7939920        2736744699.4046264        3225249325.1210213        3767078728.5093555        4364497498.1966763        5019656067.2632570        5734584373.5000238        6511186251.4025812        7351234629.3511782        8256367586.4853840        9228085304.1843815        10267747927.639500        11376574334.525658        12555641790.882313        13805886459.488670        15128104713.572548        16522955198.795977        17990961579.082226        19532515896.910629        21147882475.945660        22837202293.055477        24600497747.574997        26437677757.797134        28348543117.820206        30332792051.783020        32390025906.936893        34519754931.742821        36721404090.078888        38994318867.568405        41337771030.890167        43750964305.635208        46233039942.784607        48783082148.150284        51400123353.112183        54083149308.732483        56831103988.750740        59642894290.131859        62517394522.710770        65453450682.069046        68449884502.114082        71505497285.899567        74619073515.060104        77789384239.807938        81015190252.838669        84295245051.658432        87628297594.808380        91013094858.297165        94448384199.209930        97932915533.911865        101465443338.72096        105044728481.13576        108669539889.86072        112338656071.96082        116050866485.47145        119804972775.70187        123599789883.32336        127434147032.19531        131306888604.64027        135216874911.61444        139162982864.99222        143144106558.85992        147159157766.40366        151207066358.69159        155286780651.37396        159397267684.85001        163537513443.38516        167706523018.09543        171903320718.66302        176126950138.10617        180376474174.85718        184650975016.02283        188949554085.42142        193271331959.82361        197615448256.52075        201981061495.14081        206367348936.41357        210773506400.40613        215198748066.51431        219642306257.38062        224103431208.68692        228581390826.60767        233075470434.64417        237584972511.34116        242109216420.25809     
   280000.00000000000        93037.563238902236        3022419.4702139017        13912802.615132339        37882260.571496524        80031669.920813009        145428770.81398317        239087158.43759122        365940643.76585436        530813636.87145400        738388434.16292775        993170506.51874197        1299453059.5806510        1661282242.7345257        2082424398.0785964        2566336654.5885897        3116141989.5276861        3734609616.9963560        4424141251.5740557        5186763467.9172211        6024126068.4288969        6937506107.3708467        7927817017.5354633        8995622150.5586739        10141151970.766966        11364324125.646801        12664765641.195383        14041836544.867786        15494654291.282928        17022118447.259665        18622935176.469284        20295641145.472603        22038626549.292446        23850157024.362099        25728394278.815624        27671415324.503784        29677230241.837749        31743798447.987896        33869043471.509190        36050866262.712791        38287157089.670670        40575806085.226013        42914712521.492699        45301792895.628326        47734987914.814026        50212268469.921890        52731640686.783081        55291150141.795296        57888885325.219910        60522980431.218445        63191617548.828079        65893028322.860863        68625495148.343674        71387351956.765198        74176984647.119064        76992831209.706406        79833381585.831787        82697177302.058838        85582810913.473709        88488925286.569519        91414212748.827545        94357414128.831604        97317317707.914993        100292758101.61121        103282615086.93504        106285812389.34926        109301316441.43382        112328135123.60991        115365316495.78171        118411947527.49464        121467152833.03467        124530093416.89211        127599965434.15938        130675998969.62198        133757456838.66080        136843633412.49165        139933853469.73212        143027471075.90005        146123868492.00204        149222455113.10556        152322666437.45734        155423963066.49261        158525829735.85605        161627774377.44849        164729327212.22250        167830039873.52090        170929484560.43744        174027253220.80667        177122956763.15671        180216224297.09586        183306702401.38184        186394054419.03439        189477959778.73764        192558113341.78778        195634224773.83502        198706017940.67801        201773230327.30518        204835612479.48831        207892927467.09912        210944950368.47375        213991467775.05377     
   300000.00000000000        142821.97497070866        4639510.5668605892        21352387.850329544        58112072.047787547        122666790.16044725        222607665.66116646        365273651.87393624        557642025.64100504        806212467.91535342        1116894141.3647990        1494905322.0778840        1944693843.8419025        2469884078.8667407        3073252978.8337722        3756734545.6870875        4521449581.3079967        5367755979.1832571        6295314169.6136055        7303162415.6069050        8389797214.6352682        9553254853.8956680        10791191022.582384        12100956200.606201        13479665266.540361        14924260377.572596        16431566667.890945        17998340695.534996        19621311852.263710        21297217149.687157        23022829921.948254        24794983054.640011        26610587374.616425        28466645827.669521        30360264040.775318        32288657820.990791        34249158090.506756        36239213701.687798        38256392520.513313        40298381114.017677        42362983328.428993        44448118000.575386        46551816005.915741        48672216812.255051        50807564678.629417        52956204613.441681        55116578184.478096        57287219255.298584        59466749707.355377        61653875194.605904        63847380966.926285        66046127790.091522        68249047983.023506        70455141587.307648        72663472679.325378        74873165831.615463        77083402727.073074        79293418927.266235        81502500794.211609        83709982563.555542        85915243565.988312        88117705592.862350        90316830401.380966        92512117354.328995        94703101188.991745        96889349909.772888        99070462798.938843        101246068539.92538        103415823447.70497        105579409800.79749        107736534269.66931        109886926436.42567        112030337400.83949        114166538468.01430        116295319913.13080        118416489818.93991        120529872981.87196        122635309882.84470        124732655719.00696        126821779492.90793        128902563155.72783        130974900801.39702        133038697908.60094        135093870627.86113        137140345111.00502        139178056880.51672        141206950236.37985        143226977698.22601        145238099480.62280        147240282999.56137        149233502408.29105        151217738160.70587        153192976600.69531        155159209575.85968        157116434074.16553        159064651882.15817        161003869263.48740        162934096656.43707        164855348389.49356        166767642413.68155        168671000050.86926     
   320000.00000000000        206991.64030141244        6723308.0910506248        30927813.917594027        84077881.013373435        177119019.18366349        320416607.23156708        523442469.65496778        794462217.99058640        1140272824.8164728        1566030048.4956419        2075185088.5595965        2669527392.7812057        3349313763.3952131        4113456184.5973473        4959740848.3698711        5885055409.1740665        6885607605.1087151        7957124280.9480438        9095024773.3911972        10294566373.629810        11550962225.641962        12859473710.659267        14215480303.780594        15614530264.061378        17052375512.298895        18524993808.250061        20028600973.127380        21559655492.375729        23114857428.122494        24691143198.931896        26285677459.994884        27895843043.370174        29519229693.189804        31153622149.854179        32796987993.936989        34447465548.460449        36103352051.632263        37763092245.903229        39425267479.051537        41088585375.463837        42751870107.909912        44414053279.814117        46074165413.383949        47731328028.723030        49384746292.059196        51033702206.707382        52677548317.689934        54315701899.599274        55947639596.912422        57572892486.304916        59191041531.321533        60801713400.933754        62404576624.842957        63999338059.915115        65585739643.642830        67163555412.112915        68732588761.491043        70292669933.509827        71843653706.916168        73385417278.153458        74917858315.873718        76440893175.063889        77954455257.718658        79458493507.996323        80952971030.848709        82437863823.926178        83913159613.474518        85378856785.637177        86834963405.353577        88281496315.641495        89718480310.677261        91145947376.611816        92563935994.604080        93972490500.989075        95371660499.901108        96761500324.110535        98142068540.140442        99513427494.089233        100875642894.86432        102228783431.78664        103572920423.84561        104908127498.00676        106234480294.27759        107552056195.37846        108860934079.07033        110161194091.27901        111452917438.44473        112736186197.49826        114011083142.08698        115277691583.79140        116536095227.10571        117786378037.10893        119028624118.84653        120262917607.46284        121489342568.25906        122707982905.89552        123918922281.99794        125122244040.53667        126318031140.32849        127506366094.13417     
   340000.00000000000        287350.10734131117        9331250.7531109843        42880182.802183956        116290971.08554853        243940771.40729836        438474100.81271684        710074024.78841376        1065954220.9223832        1510188588.6751869        2043875170.4063361        2665542858.0167327        3371682547.1329389        4157302070.7069378        5016437745.9295120        5942586974.9448519        6929049902.0062771        7969183220.7653618        9056577359.8277702        10185171419.679840        11349320241.188196        12543826331.368521        13763947075.848135        15005385337.949697        16264269484.347422        17537127194.573994        18820856106.796192        20112693376.868778        21410185518.357700        22711159386.666245        24013694818.353680        25316099195.636040        26616884044.298508        27914743667.410999        29208535750.333496        30497263832.459476        31780061519.273514        33056178298.666435        34324966823.809200        35585871528.316978        36838418445.997765        38082206115.736809        39316897461.203331        40542212544.379288        41757922101.097305        42963841775.547050        44159826978.951363        45345768305.222557        46521587443.424927        47687233533.232498        48842679915.303932        49987921233.736427        51122970852.365128        52247858550.897697        53362628470.561516        54467337282.294914        55562052553.467583        56646851291.753906        57721818647.127945        58787046755.044891        59842633705.713982        60888682626.032562        61925300862.198509        62952599252.329765        63970691479.573761        64979693497.212189        65979723018.188507        66970899062.280899        67953341554.890327        68927170972.035156        69892508026.712509        70849473392.332932        71798187459.323410        72738770121.466156        73671340588.870865        74596017224.764191        75512917403.657669        76422157388.607025        77323852225.591080        78218115653.183823        79105060025.928238        79984796249.919739        80857433729.334824        81723080322.690277        82581842307.818161        83433824354.556366        84279129504.351883        85117859155.969162        85950113056.635132        86775989297.971161        87595584316.208313        88408992896.101273        89216308178.156174        90017621668.744522        90813023252.713028        91602601208.199524        92386442223.333054        93164631414.554810        93937252346.350571        94704387052.119125        95466116056.074265     
   360000.00000000000        386141.77678192663        12533502.267899368        57477651.916953579        155152662.09651089        322868010.72655845        573692900.89052308        915438327.28053808        1350596496.9760311        1877096791.4870229        2489477137.0390992        3180103113.2977462        3940216439.6989107        4760729516.3154612        5632767743.7629957        6548002074.4999857        7498825520.4966164        8478422931.8268967        9480772968.9109745        10500610264.312862        11533366631.078548        12575103366.291527        13622441972.519070        14672497493.820906        15722816670.020178        16771321883.176910        17816261137.483715        18856163896.909470        19889802384.471859        20916157846.240440        21934391253.330135        22943817925.819004        23943885594.896008        24934155462.177464        25914285861.222763        26884018171.912186        27843164681.369987        28791598124.503460        29729242672.571537        30656066169.501667        31572073443.128105        32477300542.448605        33371809772.745403        34255685418.335323        35129030058.156525        35991961392.691078        36844609512.127182        37687114545.470566        38519624638.728340        39342294217.469048        40155282495.293091        40958752195.015724        41752868453.959030        42537797888.607384        43313707797.309860        44080765482.545273        44839137676.773491        45588990058.050186        46330486843.387718        47063790449.485512        47789061211.778557        48506457153.973625        49216133801.242088        49918244031.147278        50612937957.152786        51300362840.191986        51980663024.418961        52653979893.704185        53320451845.922081        53980214282.428101        54633399610.477257        55280137256.618240        55920553689.341904        56554772449.503807        57182914187.222221        57805096704.106392        58421434999.867035        59032041322.427406        59637025220.816208        60236493600.203400        60830550778.521606        61419298544.208916        62002836214.656059        62581260695.022591        63154666537.109177        63723145998.048622        64286789098.590187        64845683680.806808        65399915465.069664        65949568106.170311        66494723248.484184        67035460580.105545        67571857885.872154        68103991099.246132        68631934353.004921        69155760028.719070        69675538804.999374        70191339704.506271        70703230139.716080        71211275957.449707        71715541482.181442     
   380000.00000000000        505176.47343264450        16382919.130800389        74848382.883439064        200370512.32807902        411389545.23091269        717901419.46569037        1121325344.5038788        1616312018.8175204        2193256470.4695034        2840562309.6203308        3546273815.5675864        4299068996.2541056        5088762032.1063251        5906484818.7510099        6744683055.8440619        7597018028.3867455        8458229132.6707296        9323987698.3016186        10190757628.346363        11055669759.239496        11916412162.949242        12771136224.046057        13618377212.231775        14456987647.271580        15286081685.197952        16104988858.292053        16913215677.506966        17710413802.636196        18496353676.749557        19270902695.431118        20034007133.947514        20785677186.260441        21525974580.339741        22255002326.700489        22972896234.024704        23679817889.425159        24375948853.522335        25061485863.894333        25736636876.197227        26401617801.692627        27056649824.168079        27701957199.205387        28337765455.240639        28964299929.439072        29581784582.657669        30190441047.038334        30790487867.493729        31382139904.702999        31965607872.557709        32541097987.388088        33108811709.988689        33668945564.515125        34221691020.890858        34767234429.511230        35305756998.816536        35837434807.832291        36362438847.029434        36880935081.941948        37393084534.843369        37899043380.602768        38398963053.423622        38892990361.742157        39381267609.006653        39863932718.457893        40341119360.348732        40812957080.312614        41279571427.835182        41741084083.969833        42197612987.619736        42649272459.822517        43096173325.612167        43538423033.125664        43976125769.707680        44409382574.811691        44838291449.594322        45262947463.110519        45683442855.071053        46099867135.154076        46512307178.895042        46920847320.176445        47325569440.394630        47726553054.349510        48123875392.946457        48517611482.795586        48907834222.792183        49294614457.779343        49678021049.384193        50058120944.124275        50434979238.894608        50808659243.907944        51179222543.211700        51546729052.854019        51911237076.806808        52272803360.719894        52631483143.611839        52987330207.564476        53340396925.515892        53690734307.220642        54038392043.464935        54383418548.596382     
