1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 7 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 20 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 5 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 21 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 21 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 22 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 24 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 25 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 10 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 9 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 9 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 29 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 29 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 30 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 16 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 16 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 12 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 12 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 15 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 15 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 14 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 14 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 19 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 19 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 18 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 18 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 35 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 36 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 37 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 38 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 39 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 40 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 41 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 42 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 43 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 44 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 45 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 46 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 47 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 48 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 49 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 50 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 5 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 5 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 5 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 5 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 5 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 5 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 5 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 5 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 5 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 5 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 5 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
