           1           1   0.0000000000000000        133891224985.79388     
           1           1   2.0000000000000000        137406443306.99409     
           1           1   4.0000000000000000        140228253781.05286     
           1           1   6.0000000000000000        142503528888.81171     
           1           1   8.0000000000000000        144477031833.74579     
           1           1   10.000000000000000        146488798568.46408     
           1           1   12.000000000000000        148958669354.97101     
           1           1   14.000000000000000        152268133123.59259     
           1           1   16.000000000000000        157371155517.13751     
           1           1   18.000000000000000        165446111015.58151     
           1           1   20.000000000000000        177599558873.61795     
           1           1   22.000000000000000        194808414110.32062     
           1           1   24.000000000000000        217678573855.68158     
           1           1   26.000000000000000        245522356533.72345     
           1           1   28.000000000000000        272732533423.15988     
           1           1   30.000000000000000        286562410946.90302     
           1           1   32.000000000000000        296897708283.22430     
           1           1   34.000000000000000        340184069349.86865     
           1           1   36.000000000000000        412266164044.52014     
           1           1   38.000000000000000        436263051613.17603     
           1           1   40.000000000000000        370840570924.56470     
           1           1   42.000000000000000        259766036056.46695     
           1           1   44.000000000000000        160075528892.43127     
           1           1   46.000000000000000        92752158853.707901     
           1           1   48.000000000000000        52428930705.703293     
           1           1   50.000000000000000        29275334282.342697     
           1           1   52.000000000000000        16180689370.730375     
           1           1   54.000000000000000        8841605893.8189945     
           1           1   56.000000000000000        4766961748.6062298     
           1           1   58.000000000000000        2522644459.6878953     
           1           1   60.000000000000000        1286161048.0322268     
           1           1   62.000000000000000        637370475.78939557     
           1           1   64.000000000000000        311741391.63369542     
           1           1   66.000000000000000        152380743.52516454     
           1           1   68.000000000000000        74909383.310442954     
           1           1   70.000000000000000        37127592.591238715     
           1           1   72.000000000000000        18589047.351884436     
           1           1   74.000000000000000        9425223.5570199247     
           1           1   76.000000000000000        4862704.0914532375     
           1           1   78.000000000000000        2580826.4590146742     
           1           1   80.000000000000000        1441155.8654366736     
           1           1   82.000000000000000        878326.20481318585     
           1           1   84.000000000000000        608318.64644732932     
           1           1   86.000000000000000        488377.88773468020     
           1           1   88.000000000000000        447611.53089026432     
           1           1   90.000000000000000        452385.73943944654     
           1           1   92.000000000000000        487806.84702856326     
           1           1   94.000000000000000        548603.23094734852     
           1           1   96.000000000000000        631963.75122023362     
           1           1   98.000000000000000        733012.95774368651     
           1           1   100.00000000000000        847382.17725350556     
           1           1   102.00000000000000        972402.47174143849     
           1           1   104.00000000000000        1107575.6730422773     
           1           1   106.00000000000000        1254321.0775119697     
           1           1   108.00000000000000        1415675.6350284284     
           1           1   110.00000000000000        1596134.5353189735     
           1           1   112.00000000000000        1801747.8781632886     
           1           1   114.00000000000000        2040357.9188151835     
           1           1   116.00000000000000        2322243.9955681819     
           1           1   118.00000000000000        2662098.3725618571     
           1           1   120.00000000000000        3086179.5276739602     
           1           1   122.00000000000000        3651050.2200794197     
           1           1   124.00000000000000        4477185.5352929421     
           1           1   126.00000000000000        5786115.6001231084     
           1           1   128.00000000000000        7913189.3306415072     
           1           1   130.00000000000000        11269302.986442268     
           1           1   132.00000000000000        16251330.463694049     
           1           1   134.00000000000000        23133184.833988659     
           1           1   136.00000000000000        31981305.871124122     
           1           1   138.00000000000000        42618837.195296474     
           1           1   140.00000000000000        54660264.383704297     
           1           1   142.00000000000000        67579537.934286758     
           1           1   144.00000000000000        80791250.508049622     
           1           1   146.00000000000000        93725304.210053012     
           1           1   148.00000000000000        105882383.24650738     
           1           1   150.00000000000000        116866473.30058843     
           1           1   152.00000000000000        126396731.19457969     
           1           1   154.00000000000000        134303920.84403801     
           1           1   156.00000000000000        140517196.16837484     
           1           1   158.00000000000000        145046230.21902162     
           1           1   160.00000000000000        147962350.60996336     
           1           1   162.00000000000000        149380949.09719896     
           1           1   164.00000000000000        149446275.98967192     
           1           1   166.00000000000000        148318933.81387967     
           1           1   168.00000000000000        146165944.88017893     
           1           1   170.00000000000000        143153094.99071535     
           1           1   172.00000000000000        139439233.15165138     
