2 2 3 0 0 0 0 0 0 0 
2 5 3 0 0 0 0 0 0 0 
2 2 3 0 0 0 0 0 0 0 
3 5 3 4 0 0 0 0 0 0 
2 7 3 0 0 0 0 0 0 0 
2 9 3 0 0 0 0 0 0 0 
3 10 3 4 0 0 0 0 0 0 
2 2 3 0 0 0 0 0 0 0 
2 12 3 0 0 0 0 0 0 0 
2 14 3 0 0 0 0 0 0 0 
3 15 3 4 0 0 0 0 0 0 
2 12 3 0 0 0 0 0 0 0 
2 16 3 0 0 0 0 0 0 0 
2 18 3 0 0 0 0 0 0 0 
3 19 3 4 0 0 0 0 0 0 
2 14 3 0 0 0 0 0 0 0 
2 15 3 0 0 0 0 0 0 0 
2 12 3 0 0 0 0 0 0 0 
1 4 0 0 0 0 0 0 0 0 
1 6 0 0 0 0 0 0 0 0 
2 4 6 0 0 0 0 0 0 0 
2 4 4 0 0 0 0 0 0 0 
2 1 4 0 0 0 0 0 0 0 
3 4 4 4 0 0 0 0 0 0 
1 23 0 0 0 0 0 0 0 0 
2 23 4 0 0 0 0 0 0 0 
2 26 4 0 0 0 0 0 0 0 
2 27 4 0 0 0 0 0 0 0 
2 28 4 0 0 0 0 0 0 0 
3 27 4 4 0 0 0 0 0 0 
3 27 4 1 0 0 0 0 0 0 
3 28 4 4 0 0 0 0 0 0 
2 23 23 0 0 0 0 0 0 0 
2 31 4 0 0 0 0 0 0 0 
2 26 23 0 0 0 0 0 0 0 
2 32 4 0 0 0 0 0 0 0 
2 26 26 0 0 0 0 0 0 0 
2 11 4 0 0 0 0 0 0 0 
2 27 26 0 0 0 0 0 0 0 
2 33 4 0 0 0 0 0 0 0 
2 27 27 0 0 0 0 0 0 0 
2 13 4 0 0 0 0 0 0 0 
2 28 27 0 0 0 0 0 0 0 
2 34 4 0 0 0 0 0 0 0 
2 28 28 0 0 0 0 0 0 0 
2 17 4 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 
2 21 4 0 0 0 0 0 0 0 
2 5 1 0 0 0 0 0 0 0 
2 20 4 0 0 0 0 0 0 0 
2 29 4 0 0 0 0 0 0 0 
2 9 1 0 0 0 0 0 0 0 
3 10 4 1 0 0 0 0 0 0 
2 15 4 0 0 0 0 0 0 0 
2 12 1 0 0 0 0 0 0 0 
2 18 1 0 0 0 0 0 0 0 
3 19 4 1 0 0 0 0 0 0 
3 14 1 1 0 0 0 0 0 0 
4 15 4 1 1 0 0 0 0 0 
4 12 1 1 1 0 0 0 0 0 
2 2 6 0 0 0 0 0 0 0 
3 5 4 6 0 0 0 0 0 0 
3 5 4 6 0 0 0 0 0 0 
3 5 28 6 0 0 0 0 0 0 
4 24 1 4 6 0 0 0 0 0 
3 25 1 6 0 0 0 0 0 0 
3 10 4 6 0 0 0 0 0 0 
2 9 6 0 0 0 0 0 0 0 
2 12 6 0 0 0 0 0 0 0 
3 16 4 6 0 0 0 0 0 0 
3 30 1 6 0 0 0 0 0 0 
3 24 26 6 0 0 0 0 0 0 
2 14 6 0 0 0 0 0 0 0 
3 15 4 6 0 0 0 0 0 0 
3 12 1 6 0 0 0 0 0 0 
4 16 4 1 6 0 0 0 0 0 
3 25 27 6 0 0 0 0 0 0 
3 14 1 6 0 0 0 0 0 0 
4 15 4 1 6 0 0 0 0 0 
4 12 1 1 6 0 0 0 0 0 
2 10 1 0 0 0 0 0 0 0 
2 9 4 0 0 0 0 0 0 0 
3 15 1 1 0 0 0 0 0 0 
3 14 4 1 0 0 0 0 0 0 
2 19 1 0 0 0 0 0 0 0 
2 2 4 0 0 0 0 0 0 0 
2 21 6 0 0 0 0 0 0 0 
2 2 6 0 0 0 0 0 0 0 
3 14 4 6 0 0 0 0 0 0 
3 15 1 6 0 0 0 0 0 0 
4 15 1 1 6 0 0 0 0 0 
3 19 1 6 0 0 0 0 0 0 
2 29 1 0 0 0 0 0 0 0 
2 15 1 0 0 0 0 0 0 0 
2 19 1 0 0 0 0 0 0 0 
3 15 1 1 0 0 0 0 0 0 
3 19 1 1 0 0 0 0 0 0 
2 12 1 0 0 0 0 0 0 0 
2 15 4 0 0 0 0 0 0 0 
2 36 4 0 0 0 0 0 0 0 
2 15 26 0 0 0 0 0 0 0 
2 14 23 0 0 0 0 0 0 0 
3 36 4 1 0 0 0 0 0 0 
2 37 1 0 0 0 0 0 0 0 
2 38 4 0 0 0 0 0 0 0 
2 12 8 0 0 0 0 0 0 0 
2 15 28 0 0 0 0 0 0 0 
2 19 26 0 0 0 0 0 0 0 
3 38 4 1 0 0 0 0 0 0 
2 22 1 0 0 0 0 0 0 0 
2 25 4 0 0 0 0 0 0 0 
2 14 4 0 0 0 0 0 0 0 
2 15 1 0 0 0 0 0 0 0 
3 12 4 1 0 0 0 0 0 0 
2 37 4 0 0 0 0 0 0 0 
2 10 4 0 0 0 0 0 0 0 
2 19 4 0 0 0 0 0 0 0 
2 14 1 0 0 0 0 0 0 0 
2 38 4 0 0 0 0 0 0 0 
2 19 1 0 0 0 0 0 0 0 
2 38 1 0 0 0 0 0 0 0 
2 15 8 0 0 0 0 0 0 0 
3 38 1 1 0 0 0 0 0 0 
2 40 1 0 0 0 0 0 0 0 
2 19 8 0 0 0 0 0 0 0 
3 40 1 1 0 0 0 0 0 0 
2 42 1 0 0 0 0 0 0 0 
2 29 4 0 0 0 0 0 0 0 
2 29 28 0 0 0 0 0 0 0 
2 12 8 0 0 0 0 0 0 0 
2 15 28 0 0 0 0 0 0 0 
3 38 4 1 0 0 0 0 0 0 
2 14 8 0 0 0 0 0 0 0 
2 19 28 0 0 0 0 0 0 0 
3 40 4 1 0 0 0 0 0 0 
3 14 8 1 0 0 0 0 0 0 
2 9 1 0 0 0 0 0 0 0 
2 15 8 0 0 0 0 0 0 0 
2 19 8 0 0 0 0 0 0 0 
3 19 8 1 0 0 0 0 0 0 
2 35 8 0 0 0 0 0 0 0 
2 16 4 0 0 0 0 0 0 0 
2 16 28 0 0 0 0 0 0 0 
