   100.00000000000000        23170000.000000000        123.39999999999999        4517000.0000000000        1.4199999999999999E-002
   104.00000000000000        31990000.000000000        10740.000000000000        10150000.000000000        1.2300000000000000     
   108.00000000000000        135500000.00000000        179800.00000000000        22850000.000000000        20.599999999999998     
   112.00000000000000        503500000.00000000        994600.00000000000        54710000.000000000        114.00000000000000     
   116.00000000000000        1382000000.0000000        2651000.0000000000        119700000.00000000        305.00000000000000     
   120.00000000000000        2748000000.0000000        4771000.0000000000        212900000.00000000        754.00000000000000     
   124.00000000000000        4076000000.0000000        6201000.0000000000        297200000.00000000        1360.0000000000000     
   128.00000000000000        4651000000.0000000        6463000.0000000000        327800000.00000000        1970.0000000000000     
   132.00000000000000        4319000000.0000000        5766000.0000000000        302500000.00000000        2440.0000000000000     
   136.00000000000000        3489000000.0000000        4703000.0000000000        248000000.00000000        2740.0000000000000     
   140.00000000000000        2597000000.0000000        3668000.0000000000        192300000.00000000        2910.0000000000000     
   144.00000000000000        1810000000.0000000        2745000.0000000000        141900000.00000000        2930.0000000000000     
   148.00000000000000        1249000000.0000000        2076000.0000000000        105400000.00000000        2960.0000000000000     
   152.00000000000000        842600000.00000000        1566000.0000000000        77810000.000000000        2960.0000000000000     
   156.00000000000000        558900000.00000000        1168000.0000000000        57110000.000000000        2910.0000000000000     
   160.00000000000000        370300000.00000000        873700.00000000000        42220000.000000000        2850.0000000000000     
   164.00000000000000        247900000.00000000        659400.00000000000        31840000.000000000        2800.0000000000000     
   168.00000000000000        168400000.00000000        501600.00000000006        24300000.000000000        2760.0000000000000     
   172.00000000000000        115000000.00000000        385700.00000000000        18990000.000000000        2730.0000000000000     
   176.00000000000000        79390000.000000000        297000.00000000000        15090000.000000000        2710.0000000000000     
   180.00000000000000        55000000.000000000        230000.00000000000        12170000.000000000        2700.0000000000000     
   184.00000000000000        38230000.000000000        177300.00000000000        9922000.0000000000        2680.0000000000000     
   188.00000000000000        26570000.000000000        136700.00000000000        8179000.0000000000        2660.0000000000000     
   192.00000000000000        18580000.000000000        105500.00000000000        6814000.0000000000        2640.0000000000000     
   196.00000000000000        12930000.000000000        81920.000000000000        5734000.0000000000        2630.0000000000000     
   200.00000000000000        9051000.0000000000        63280.000000000000        4856000.0000000000        2600.0000000000000     
   204.00000000000000        6335000.0000000000        48920.000000000000        4147999.9999999995        2580.0000000000000     
   208.00000000000000        4443000.0000000000        37820.000000000000        3554000.0000000000        2560.0000000000000     
   212.00000000000000        3122000.0000000000        29270.000000000000        3069000.0000000000        2540.0000000000000     
   216.00000000000000        2193000.0000000000        22670.000000000000        2658000.0000000000        2530.0000000000000     
   220.00000000000000        1541000.0000000000        17560.000000000000        2310000.0000000000        2510.0000000000000     
   224.00000000000000        1085000.0000000000        13610.000000000000        2011000.0000000002        2490.0000000000000     
   228.00000000000000        764800.00000000000        10550.000000000000        1750000.0000000000        2470.0000000000000     
   232.00000000000000        539200.00000000000        8189.0000000000000        1536000.0000000000        2450.0000000000000     
   236.00000000000000        380900.00000000000        6359.0000000000000        1348000.0000000000        2430.0000000000000     
   240.00000000000000        268800.00000000000        4940.0000000000000        1179000.0000000000        2410.0000000000000     
   244.00000000000000        189800.00000000000        3839.0000000000000        1036999.9999999999        2390.0000000000000     
   248.00000000000000        134800.00000000000        2986.0000000000000        911600.00000000000        2370.0000000000000     
   252.00000000000000        95250.000000000000        2324.0000000000000        801700.00000000000        2350.0000000000000     
   256.00000000000000        67500.000000000000        1809.0000000000000        706500.00000000000        2330.0000000000000     
   260.00000000000000        47880.000000000000        1409.0000000000000        621700.00000000000        2320.0000000000000     
   264.00000000000000        33960.000000000000        1098.0000000000000        548000.00000000000        2300.0000000000000     
   268.00000000000000        24100.000000000000        856.60000000000002        484100.00000000000        2280.0000000000000     
   272.00000000000000        17190.000000000000        668.19999999999993        426800.00000000000        2260.0000000000000     
   276.00000000000000        12260.000000000000        521.70000000000005        376800.00000000000        2250.0000000000000     
   280.00000000000000        8693.0000000000000        407.50000000000000        333000.00000000000        2230.0000000000000     
   284.00000000000000        6196.0000000000000        318.50000000000000        294300.00000000000        2210.0000000000000     
   288.00000000000000        4422.0000000000000        249.09999999999999        260500.00000000000        2190.0000000000000     
   292.00000000000000        3152.0000000000000        194.90000000000001        229500.00000000000        2180.0000000000000     
   296.00000000000000        2254.0000000000000        152.50000000000000        203200.00000000000        2160.0000000000000     
   300.00000000000000        1609.0000000000000        119.50000000000000        179600.00000000000        2140.0000000000000     
   304.00000000000000        1149.0000000000000        93.599999999999994        159500.00000000000        2130.0000000000000     
   308.00000000000000        822.89999999999998        73.390000000000001        140900.00000000000        2110.0000000000000     
   312.00000000000000        588.70000000000005        57.570000000000000        124700.00000000000        2100.0000000000000     
   316.00000000000000        422.30000000000001        45.180000000000000        110500.00000000000        2080.0000000000000     
   320.00000000000000        303.10000000000002        35.479999999999997        97950.000000000000        2070.0000000000000     
   324.00000000000000        217.70000000000002        27.879999999999999        86850.000000000000        2050.0000000000000     
   328.00000000000000        156.40000000000001        21.910000000000000        77000.000000000000        2030.0000000000002     
   332.00000000000000        112.59999999999999        17.230000000000000        68280.000000000000        2020.0000000000000     
   336.00000000000000        80.640000000000001        13.560000000000000        60550.000000000000        2000.0000000000000     
   340.00000000000000        58.090000000000003        10.680000000000000        53700.000000000000        1990.0000000000000     
   344.00000000000000        41.789999999999999        8.4090000000000007        47710.000000000000        1970.0000000000000     
   348.00000000000000        30.190000000000001        6.6270000000000007        42350.000000000000        1960.0000000000000     
